task,condition_id,episode_key,step_id,source_dir,label_episode_success,label_episode_failure,label_episode_num_steps,label_episode_max_steps,feat_depth_token_count,feat_depth_unique_count,feat_depth_token_entropy,feat_depth_spatial_boundary_ratio,feat_depth_hamming_prev,feat_depth_change_ratio_prev,feat_depth_change_ratio_rollmean,feat_trace_num_points,feat_trace_start_x,feat_trace_start_y,feat_trace_endpoint_x,feat_trace_endpoint_y,feat_trace_polyline_length,feat_trace_straightness,feat_trace_mean_turn_angle_rad,feat_trace_direction_angle_rad,feat_trace_endpoint_drift_prev,feat_trace_centroid_drift_prev,feat_trace_shape_drift_prev,feat_trace_direction_change_prev_rad,feat_trace_shape_drift_rollmean,feat_model_translation_norm,feat_model_rotation_norm,feat_model_gripper,feat_model_action_jump_prev_l2,feat_model_translation_jump_prev_l2,feat_model_rotation_jump_prev_l2,feat_model_translation_cosine_prev,feat_model_translation_direction_flip,feat_model_gripper_change_prev,feat_env_translation_norm,feat_env_rotation_norm,feat_env_gripper,feat_env_action_jump_prev_l2,feat_env_translation_jump_prev_l2,feat_env_rotation_jump_prev_l2,feat_env_translation_cosine_prev,feat_env_translation_direction_flip,feat_env_gripper_change_prev,feat_env_action_jump_rollmean,diag_inference_time_s,post_reward,post_terminated,post_truncated,post_predicted_terminated,post_env_success,post_drawer_qpos,label_drawer_progress,post_is_grasped,post_consecutive_grasp,post_lifted_object,post_lifted_object_significantly,label_coke_stage,feat_trace_depth_std_norm,feat_trace_depth_gradient_norm,feat_trace_depth_range_norm,feat_trace_endpoint_depth_percentile,diag_trace_endpoint_depth_raw,feat_trace_endpoint_depth_percentile_drift_prev,diag_trace_endpoint_depth_raw_drift_prev
move_near,0,move_near/condition_0000,0,/root/autodl-tmp/molmoact_project/results/formal/move_near/condition_0000,1,0,58,80,100,14,3.526898802053925,0.7888888888888889,,,,5,238.0,107.0,161.0,43.0,268.7609219466542,0.3725427091382635,1.1743737385169868,-2.448133149074566,,,,,,0.0086470756491381,0.0417462953365677,0.996078431372549,,,,,,,0.0086470757912161,0.0417375564304465,0.0,,,,,,,,8.812042138539255,0.0,False,False,False,False,,,,,,,0,0.3153072683213231,0.1884469249349906,1.1878272173086843,0.2712109375,-0.4865151130034803,,
move_near,0,move_near/condition_0000,1,/root/autodl-tmp/molmoact_project/results/formal/move_near/condition_0000,1,0,58,80,100,14,3.57109120675475,0.7833333333333333,9.0,0.09,0.09,5,238.0,107.0,161.0,43.0,268.7609219466542,0.3725427091382635,1.1743737385169868,-2.448133149074566,0.0,0.0,0.0,0.0,0.0,0.0086470756491381,0.0417462953365677,0.996078431372549,0.0,0.0,0.0,1.0000000000000002,0.0,0.0,0.0086470757912161,0.0417375564304465,0.0,0.0,0.0,0.0,1.0000000000000002,0.0,0.0,0.0,6.900457455776632,0.0,False,False,False,False,,,,,,,0,0.2924522630605812,0.15931343890293595,1.1305125407712788,0.291953125,-0.48315225036223997,0.020742187499999953,0.0033628626412403606
move_near,0,move_near/condition_0000,2,/root/autodl-tmp/molmoact_project/results/formal/move_near/condition_0000,1,0,58,80,100,14,3.620188457423349,0.75,36.0,0.36,0.2249999999999999,5,238.0,107.0,161.0,43.0,268.7609219466542,0.3725427091382635,1.1743737385169868,-2.448133149074566,0.0,0.0,0.0,0.0,0.0,0.1494947275444553,0.6378381335165976,0.996078431372549,0.6143410298972038,0.1419312473381617,0.5977210235922698,0.881480710480744,0.0,0.0,0.1494947258215041,0.6364328434932237,0.0,0.6128121729055556,0.1419312455385055,0.5961495456688003,0.881480705447878,0.0,0.0,0.3064060864527778,6.923618679866195,0.0,False,False,False,False,,,,,,,0,0.33308545098950226,0.18818745424224076,1.1983253697921399,0.297255859375,-0.5077028904644996,0.005302734375000007,0.024550640102259602
move_near,0,move_near/condition_0000,3,/root/autodl-tmp/molmoact_project/results/formal/move_near/condition_0000,1,0,58,80,100,15,3.649171260041361,0.7944444444444444,14.0,0.14,0.1966666666666666,5,232.0,107.0,161.0,43.0,263.23874884427244,0.3631215257119711,1.180745771583049,-2.4079999469833457,0.0,1.200000000000017,2.854223304019372,0.0401332020912201,0.9514077680064572,0.1546256950106783,0.6378381335165976,0.996078431372549,0.0277645006703939,0.0277645006703939,0.0,0.983895364878388,0.0,0.0,0.1546256931819835,0.6364328434932237,0.0,0.0277644998968904,0.0277644998968904,0.0,0.9838953654079066,0.0,0.0,0.2135255576008153,6.9742766404524446,0.0,False,False,False,False,,,,,,,0,0.30504985020624403,0.16230534332635566,1.127805670519109,0.288310546875,-0.5090771371829698,0.008945312499999969,0.0013742467184701956
move_near,0,move_near/condition_0000,4,/root/autodl-tmp/molmoact_project/results/formal/move_near/condition_0000,1,0,58,80,100,15,3.555795656388105,0.8,41.0,0.41,0.3033333333333333,5,210.0,145.0,161.0,43.0,256.50556987274405,0.4411568137697838,1.033018382550524,-2.0186349762561293,0.0,12.033287165193046,15.92522338452192,0.3893649707272164,6.2598155628470975,0.0096880169698146,0.0405655299261099,0.996078431372549,0.6395322777781953,0.1462036253766029,0.622596204812481,0.8769807967698662,0.0,0.0,0.0096880173294577,0.0405664730261177,0.0,0.6388771935118502,0.1462036232270352,0.6219232822019651,0.8769807979471669,0.0,0.0,0.4264846221047654,7.000271965749562,0.0,False,False,False,False,,,,,,,0,0.5197908947391415,0.102715584673021,1.6660300534214072,0.231943359375,-0.537230896025793,0.05636718750000003,0.02815375884282323
move_near,0,move_near/condition_0000,5,/root/autodl-tmp/molmoact_project/results/formal/move_near/condition_0000,1,0,58,80,100,16,3.725932263246229,0.8277777777777777,61.0,0.61,0.3866666666666667,5,197.0,56.0,161.0,43.0,224.19257360112604,0.1707251841718321,1.0317230969860354,-2.795053789155851,0.0,21.770622407271684,31.4986685425987,0.7764188128997218,16.75937174371333,0.1558582988743216,0.5881891680601338,0.996078431372549,0.6048437223538567,0.1463042680215574,0.586882432544667,0.9870236346575874,0.0,0.0,0.1558582968746628,0.5881667215488182,0.0,0.6048650583184118,0.1463042656673221,0.5869044220502017,0.9870236346912444,0.0,0.0,0.4238355839090508,6.956877983175218,0.0,False,False,False,False,,,,,,,0,0.3292751475094938,0.17067069917370492,1.571436578910129,0.231748046875,-0.5833314503508776,0.0001953124999999889,0.04610055432508464
move_near,0,move_near/condition_0000,6,/root/autodl-tmp/molmoact_project/results/formal/move_near/condition_0000,1,0,58,80,100,16,3.627054897961779,0.8055555555555556,39.0,0.39,0.47,5,186.0,52.0,161.0,43.0,217.4371241496268,0.1221992822756824,1.038616426107431,-2.796037073008081,0.0,2.7202941017471094,5.690374726626927,0.0009832838522298,17.704755551249182,0.1493558886822195,0.1859842714169408,0.996078431372549,0.4344307756155695,0.0335303990279927,0.4331348648434674,0.9767593901523428,0.0,0.0,0.1493558869064211,0.1859312314920353,0.0,0.4346113813430668,0.0335303982719779,0.4333160107642588,0.9767593906042829,0.0,0.0,0.5594512110577763,6.928003919310868,0.0,False,False,False,False,,,,,,,0,0.2543006285316357,0.12329877131873117,1.2051109298265705,0.28671875,-0.44252248137834116,0.05497070312500002,0.14080896897253647
move_near,0,move_near/condition_0000,7,/root/autodl-tmp/molmoact_project/results/formal/move_near/condition_0000,1,0,58,80,100,16,3.701125978602272,0.8277777777777777,30.0,0.3,0.4333333333333333,5,174.0,120.0,161.0,43.0,217.6450547885768,0.3587937805307633,1.3030320617445466,-1.7380502642571576,0.0,14.35687988387449,17.1160138574786,1.0579868087509237,18.10168570890141,0.159447196568241,0.1735053346115906,0.996078431372549,0.0587482187844158,0.0568633612464455,0.0147618209614472,0.9342496496988608,0.0,0.0,0.1594471953652924,0.1734584761585574,0.0,0.0587496465755802,0.0568633625516667,0.0147674971499331,0.9342496455472252,0.0,0.0,0.3660753620790196,7.049380500800908,0.0,False,False,False,False,,,,,,,0,0.39867909828251097,0.11746626007840584,1.692385845711797,0.317529296875,-0.36049307400013375,0.030810546874999956,0.08202940737820741
move_near,0,move_near/condition_0000,8,/root/autodl-tmp/molmoact_project/results/formal/move_near/condition_0000,1,0,58,80,100,16,3.805541633217365,0.8,50.0,0.5,0.3966666666666666,5,156.0,94.0,161.0,43.0,197.4666988435163,0.2595096398602625,1.2515413931377577,-1.4730694194361778,0.0,6.942621983083911,15.292737125669785,0.2649808448209798,12.699708569925102,0.1522305796104399,0.1621364292183115,0.996078431372549,0.1087911508733305,0.0852950418696683,0.0675297737357033,0.8512082925139917,0.0,0.0,0.1522305780039548,0.1621303055995045,0.0,0.1088368388825796,0.0852950438857078,0.0676033504087465,0.8512082828567997,0.0,0.0,0.2007326222670755,6.956077151931822,0.0,False,False,False,False,,,,,,,0,0.4128495560013784,0.16255134480183855,1.4958800358737894,0.61328125,0.15155957684155746,0.295751953125,0.5120526508416912
move_near,0,move_near/condition_0000,9,/root/autodl-tmp/molmoact_project/results/formal/move_near/condition_0000,1,0,58,80,100,16,3.624472226963274,0.7888888888888889,59.0,0.59,0.4633333333333334,5,135.0,84.0,161.0,43.0,124.14037630060116,0.3910810150775926,1.566920532476102,-1.0056468867881372,0.0,16.70568765420926,33.07881761181138,0.4674225326480403,21.82918953165325,0.1352250790788004,0.1714003934226314,0.996078431372549,0.1693593377887301,0.1625661392841429,0.047485109818614,0.3651186632103779,0.0,0.0,0.1352250811032354,0.1704448290477746,0.0,0.1693738289533278,0.1625661430197282,0.0475367550217767,0.3651186335152067,0.0,0.0,0.1123201048038292,6.889228549785912,0.0,False,False,False,False,,,,,,,0,0.7027886814713384,0.15334989616436537,1.7564830997013245,0.878095703125,0.5093943100157081,0.26481445312499996,0.35783473317415065
move_near,0,move_near/condition_0000,10,/root/autodl-tmp/molmoact_project/results/formal/move_near/condition_0000,1,0,58,80,100,16,3.7499959828119,0.8444444444444444,58.0,0.58,0.5566666666666666,5,118.0,84.0,118.0,68.0,137.82558824828874,0.1160887481298209,1.992782496880912,-1.5707963267948966,49.73932046178355,29.670861126701386,36.01367276258684,0.5651494400067594,28.12840916668933,0.0009266073091121,0.0013335277910208,0.996078431372549,0.2183163093762387,0.13558909835539,0.1711070055457518,-0.389954323693788,1.0,0.0,0.0009266073214116,0.0013335322227749,0.0,0.2175498074043025,0.1355891003638625,0.1701279358722943,-0.3899543011969348,1.0,0.0,0.1652534917467366,6.76343659684062,0.0,False,False,False,False,,,,,,,0,0.5974816089092936,0.20614990374859313,1.75375886454983,0.604072265625,0.1948151202139512,0.2740234374999999,0.3145791898017569
move_near,0,move_near/condition_0000,11,/root/autodl-tmp/molmoact_project/results/formal/move_near/condition_0000,1,0,58,80,100,18,3.8161882640720735,0.8333333333333334,83.0,0.83,0.6666666666666666,5,104.0,84.0,118.0,68.0,131.46436861046632,0.1617190410617215,1.5954097997473775,-0.851966327173272,0.0,5.110772935672244,8.569365665767897,0.7188299996216245,25.887285346722035,0.0165480166259016,0.0560469807636308,0.996078431372549,0.058681099241449,0.0167152523466276,0.0562500821970364,-0.153396211517177,1.0,0.0,0.016548016345112,0.0560450823498161,0.0,0.0586790119858563,0.0167152520728904,0.0562479048123216,-0.1533962159660699,1.0,0.0,0.1485342161144955,6.91407773271203,0.0,False,False,False,False,,,,,,,0,0.6747010788586708,0.2014525630009523,1.9149651248595627,0.706318359375,-0.02331561132583749,0.10224609374999993,0.21813073153978868
move_near,0,move_near/condition_0000,12,/root/autodl-tmp/molmoact_project/results/formal/move_near/condition_0000,1,0,58,80,100,18,3.898271521758098,0.8388888888888889,11.0,0.11,0.5066666666666667,5,105.0,84.0,118.0,68.0,132.01289418530072,0.1561629888907002,1.5808471228169108,-0.8884797719201485,0.0,0.1999999999999886,0.3106461026687973,0.0365134447468764,14.964561510341175,0.0165480166259016,0.0532200151059097,0.996078431372549,0.0047734241163851,0.0,0.0047734241163851,1.0000000000000002,0.0,0.0,0.016548016345112,0.0532575852826319,0.0,0.0047738139013027,0.0,0.0047738139013027,1.0,0.0,0.0,0.0936675444304871,6.851243042387068,0.0,False,False,False,False,,,,,,,0,0.7270300104670199,0.19794790825745473,1.9507522777499782,0.7155859375,-0.0031063126621682607,0.009267578125000009,0.020209298663669228
move_near,0,move_near/condition_0000,13,/root/autodl-tmp/molmoact_project/results/formal/move_near/condition_0000,1,0,58,80,100,18,3.8580237983724985,0.8333333333333334,21.0,0.21,0.3833333333333333,5,104.0,79.0,118.0,68.0,127.46247509367164,0.1396841996178123,1.535671218155077,-0.6659692373791098,0.0,1.0198039027185546,2.2908769934022404,0.2225105345410387,3.7236295872796448,0.0165480166259016,0.0531347359714147,0.996078431372549,0.0030275597291833,0.0,0.0030275597291833,1.0000000000000002,0.0,0.0,0.016548016345112,0.0531330323424263,0.0,0.00302791585057,0.0,0.00302791585057,1.0,0.0,0.0,0.0221602472459097,6.935934001579881,0.0,False,False,False,False,,,,,,,0,0.7671996537229528,0.1826871458410171,2.0385888575101716,0.800361328125,0.11543645861686451,0.08477539062500006,0.11854277127903277
move_near,0,move_near/condition_0000,14,/root/autodl-tmp/molmoact_project/results/formal/move_near/condition_0000,1,0,58,80,100,18,3.89044183338426,0.8444444444444444,31.0,0.31,0.21,5,104.0,77.0,118.0,68.0,118.27963126219056,0.1407116068885942,1.7667971946440857,-0.5713374798336268,0.0,4.870318264754361,6.427301548658195,0.0946317575454829,3.0096082149097447,0.0165480166259016,0.0560469807636308,0.996078431372549,0.0036904552403618,0.0,0.0036904552403618,1.0000000000000002,0.0,0.0,0.016548016345112,0.0560450823498161,0.0,0.0036906268505354,0.0,0.0036906268505354,1.0,0.0,0.0,0.003830785534136,6.930491477251053,0.0,False,False,False,False,,,,,,,0,0.7957946655124791,0.2035164722167639,1.9926536892938216,0.85767578125,0.2976080443812351,0.05731445312499994,0.1821715857643706
